id_performance;id_employe;date_evaluation;score;objectifs_atteints
10003;834;01/07/2023;51;VRAI
10004;834;01/10/2023;62;FAUX
10005;834;01/01/2024;60;FAUX
10006;834;01/04/2024;70;FAUX
10007;834;01/07/2024;89;FAUX
10008;834;01/10/2024;69;VRAI
10009;835;01/01/2022;65;VRAI
10010;835;01/04/2022;91;VRAI
10011;835;01/07/2022;63;FAUX
10012;835;01/10/2022;53;FAUX
10013;835;01/01/2023;97;FAUX
10014;835;01/04/2023;96;FAUX
10015;835;01/07/2023;58;VRAI
10016;835;01/10/2023;58;FAUX
10017;835;01/01/2024;85;VRAI
10018;835;01/04/2024;73;FAUX
10019;835;01/07/2024;58;VRAI
10020;835;01/10/2024;50;FAUX
10021;836;01/01/2022;84;FAUX
10022;836;01/04/2022;61;FAUX
10023;836;01/07/2022;63;FAUX
10024;836;01/10/2022;59;FAUX
10025;836;01/01/2023;73;VRAI
10026;836;01/04/2023;79;VRAI
10027;836;01/07/2023;57;FAUX
10028;836;01/10/2023;84;FAUX
10029;836;01/01/2024;90;FAUX
10030;836;01/04/2024;70;VRAI
10031;836;01/07/2024;54;VRAI
10032;836;01/10/2024;56;FAUX
10033;837;01/01/2022;56;VRAI
10034;837;01/04/2022;74;FAUX
10035;837;01/07/2022;97;VRAI
10036;837;01/10/2022;66;VRAI
10037;837;01/01/2023;93;VRAI
10038;837;01/04/2023;75;VRAI
10039;837;01/07/2023;54;VRAI
10040;837;01/10/2023;82;FAUX
10041;837;01/01/2024;77;FAUX
10042;837;01/04/2024;53;FAUX
10043;837;01/07/2024;86;FAUX
10044;837;01/10/2024;85;FAUX
10045;838;01/01/2022;84;VRAI
10046;838;01/04/2022;57;VRAI
10047;838;01/07/2022;67;FAUX
10048;838;01/10/2022;61;VRAI
10049;838;01/01/2023;82;VRAI
10050;838;01/04/2023;61;VRAI
10051;838;01/07/2023;62;VRAI
10052;838;01/10/2023;76;VRAI
10053;838;01/01/2024;89;VRAI
10054;838;01/04/2024;98;VRAI
10055;838;01/07/2024;94;FAUX
10056;838;01/10/2024;66;VRAI
10057;839;01/01/2022;52;VRAI
10058;839;01/04/2022;71;FAUX
10059;839;01/07/2022;63;VRAI
10060;839;01/10/2022;91;FAUX
10061;839;01/01/2023;97;FAUX
10062;839;01/04/2023;62;FAUX
10063;839;01/07/2023;55;FAUX
10064;839;01/10/2023;86;VRAI
10065;839;01/01/2024;55;VRAI
10066;839;01/04/2024;60;FAUX
10067;839;01/07/2024;74;FAUX
10068;839;01/10/2024;93;FAUX
10069;840;01/01/2022;69;FAUX
10070;840;01/04/2022;86;FAUX
10071;840;01/07/2022;80;VRAI
10072;840;01/10/2022;55;VRAI
10073;840;01/01/2023;81;VRAI
10074;840;01/04/2023;86;VRAI
10075;840;01/07/2023;72;FAUX
10076;840;01/10/2023;67;VRAI
10077;840;01/01/2024;93;FAUX
10078;840;01/04/2024;59;FAUX
10079;840;01/07/2024;95;FAUX
10080;840;01/10/2024;68;FAUX
10081;841;01/01/2022;86;VRAI
10082;841;01/04/2022;97;FAUX
10083;841;01/07/2022;94;VRAI
10084;841;01/10/2022;83;FAUX
10085;841;01/01/2023;93;VRAI
10086;841;01/04/2023;68;FAUX
10087;841;01/07/2023;76;FAUX
10088;841;01/10/2023;79;VRAI
10089;841;01/01/2024;76;VRAI
10090;841;01/04/2024;56;FAUX
10091;841;01/07/2024;74;FAUX
10092;841;01/10/2024;87;FAUX
10093;842;01/01/2022;82;VRAI
10094;842;01/04/2022;81;FAUX
10095;842;01/07/2022;74;FAUX
10096;842;01/10/2022;87;FAUX
10097;842;01/01/2023;53;FAUX
10098;842;01/04/2023;67;FAUX
10099;842;01/07/2023;84;VRAI
10100;842;01/10/2023;89;FAUX
10101;842;01/01/2024;72;VRAI
10102;842;01/04/2024;50;FAUX
10103;842;01/07/2024;64;VRAI
10104;842;01/10/2024;81;VRAI
10105;843;01/01/2022;69;VRAI
10106;843;01/04/2022;60;VRAI
10107;843;01/07/2022;74;FAUX
10108;843;01/10/2022;74;FAUX
10109;843;01/01/2023;94;VRAI
10110;843;01/04/2023;80;VRAI
10111;843;01/07/2023;50;FAUX
10112;843;01/10/2023;65;FAUX
10113;843;01/01/2024;77;VRAI
10114;843;01/04/2024;79;VRAI
10115;843;01/07/2024;52;FAUX
10116;843;01/10/2024;55;VRAI
10117;844;01/01/2022;78;VRAI
10118;844;01/04/2022;82;VRAI
10119;844;01/07/2022;94;VRAI
10120;844;01/10/2022;99;FAUX
10121;844;01/01/2023;96;FAUX
10122;844;01/04/2023;96;FAUX
10123;844;01/07/2023;88;VRAI
10124;844;01/10/2023;89;FAUX
10125;844;01/01/2024;62;FAUX
10126;844;01/04/2024;65;VRAI
10127;844;01/07/2024;59;VRAI
10128;844;01/10/2024;95;VRAI
10129;845;01/01/2022;87;FAUX
10130;845;01/04/2022;75;FAUX
10131;845;01/07/2022;88;FAUX
10132;845;01/10/2022;98;VRAI
10133;845;01/01/2023;73;VRAI
10134;845;01/04/2023;89;FAUX
10135;845;01/07/2023;85;FAUX
10136;845;01/10/2023;55;VRAI
10137;845;01/01/2024;80;VRAI
10138;845;01/04/2024;57;VRAI
10139;845;01/07/2024;89;VRAI
10140;845;01/10/2024;70;VRAI
10141;846;01/01/2022;94;FAUX
10142;846;01/04/2022;99;VRAI
10143;846;01/07/2022;56;VRAI
10144;846;01/10/2022;64;VRAI
10145;846;01/01/2023;52;FAUX
10146;846;01/04/2023;63;FAUX
10147;846;01/07/2023;53;FAUX
10148;846;01/10/2023;52;VRAI
10149;846;01/01/2024;74;VRAI
10150;846;01/04/2024;60;FAUX
10151;846;01/07/2024;75;FAUX
10152;846;01/10/2024;77;FAUX
10153;847;01/01/2022;59;FAUX
10154;847;01/04/2022;88;VRAI
10155;847;01/07/2022;88;VRAI
10156;847;01/10/2022;77;FAUX
10157;847;01/01/2023;82;VRAI
10158;847;01/04/2023;60;VRAI
10159;847;01/07/2023;93;VRAI
10160;847;01/10/2023;96;VRAI
10161;847;01/01/2024;52;FAUX
10162;847;01/04/2024;64;VRAI
10163;847;01/07/2024;63;VRAI
10164;847;01/10/2024;72;FAUX
10165;848;01/01/2022;57;FAUX
10166;848;01/04/2022;85;FAUX
10167;848;01/07/2022;55;VRAI
10168;848;01/10/2022;77;FAUX
10169;848;01/01/2023;87;FAUX
10170;848;01/04/2023;95;VRAI
10171;848;01/07/2023;66;VRAI
10172;848;01/10/2023;77;FAUX
10173;848;01/01/2024;56;FAUX
10174;848;01/04/2024;77;VRAI
10175;848;01/07/2024;89;FAUX
10176;848;01/10/2024;97;FAUX
10177;849;01/01/2022;93;FAUX
10178;849;01/04/2022;54;VRAI
10179;849;01/07/2022;63;FAUX
10180;849;01/10/2022;56;VRAI
10181;849;01/01/2023;66;VRAI
10182;849;01/04/2023;58;VRAI
10183;849;01/07/2023;71;VRAI
10184;849;01/10/2023;58;VRAI
10185;849;01/01/2024;65;FAUX
10186;849;01/04/2024;83;VRAI
10187;849;01/07/2024;62;VRAI
10188;849;01/10/2024;61;FAUX
10189;850;01/01/2022;59;FAUX
10190;850;01/04/2022;77;FAUX
10191;850;01/07/2022;68;FAUX
10192;850;01/10/2022;55;FAUX
10193;850;01/01/2023;79;VRAI
10194;850;01/04/2023;80;FAUX
10195;850;01/07/2023;76;VRAI
10196;850;01/10/2023;70;VRAI
10197;850;01/01/2024;58;VRAI
10198;850;01/04/2024;84;FAUX
10199;850;01/07/2024;96;FAUX
10200;850;01/10/2024;70;VRAI
10201;851;01/01/2022;73;VRAI
10202;851;01/04/2022;55;VRAI
10203;851;01/07/2022;84;FAUX
10204;851;01/10/2022;86;VRAI
10205;851;01/01/2023;74;FAUX
10206;851;01/04/2023;50;VRAI
10207;851;01/07/2023;84;FAUX
10208;851;01/10/2023;68;VRAI
10209;851;01/01/2024;61;FAUX
10210;851;01/04/2024;89;VRAI
10211;851;01/07/2024;92;FAUX
10212;851;01/10/2024;82;VRAI
10213;852;01/01/2022;65;FAUX
10214;852;01/04/2022;63;VRAI
10215;852;01/07/2022;55;VRAI
10216;852;01/10/2022;85;FAUX
10217;852;01/01/2023;89;FAUX
10218;852;01/04/2023;68;VRAI
10219;852;01/07/2023;52;FAUX
10220;852;01/10/2023;94;VRAI
10221;852;01/01/2024;83;VRAI
10222;852;01/04/2024;97;FAUX
10223;852;01/07/2024;96;VRAI
10224;852;01/10/2024;91;FAUX
10225;853;01/01/2022;55;VRAI
10226;853;01/04/2022;95;FAUX
10227;853;01/07/2022;91;VRAI
10228;853;01/10/2022;89;FAUX
10229;853;01/01/2023;97;FAUX
10230;853;01/04/2023;59;VRAI
10231;853;01/07/2023;82;FAUX
10232;853;01/10/2023;61;FAUX
10233;853;01/01/2024;81;VRAI
10234;853;01/04/2024;73;FAUX
10235;853;01/07/2024;54;VRAI
10236;853;01/10/2024;54;VRAI
10237;854;01/01/2022;81;VRAI
10238;854;01/04/2022;98;VRAI
10239;854;01/07/2022;95;FAUX
10240;854;01/10/2022;79;VRAI
10241;854;01/01/2023;66;VRAI
10242;854;01/04/2023;62;FAUX
10243;854;01/07/2023;97;FAUX
10244;854;01/10/2023;67;VRAI
10245;854;01/01/2024;84;VRAI
10246;854;01/04/2024;82;VRAI
10247;854;01/07/2024;85;VRAI
10248;854;01/10/2024;88;FAUX
10249;855;01/01/2022;61;VRAI
10250;855;01/04/2022;97;FAUX
10251;855;01/07/2022;76;FAUX
10252;855;01/10/2022;89;VRAI
10253;855;01/01/2023;75;FAUX
10254;855;01/04/2023;81;VRAI
10255;855;01/07/2023;87;FAUX
10256;855;01/10/2023;71;VRAI
10257;855;01/01/2024;96;FAUX
10258;855;01/04/2024;62;FAUX
10259;855;01/07/2024;67;VRAI
10260;855;01/10/2024;67;FAUX
10261;856;01/01/2022;51;FAUX
10262;856;01/04/2022;51;VRAI
10263;856;01/07/2022;78;FAUX
10264;856;01/10/2022;57;VRAI
10265;856;01/01/2023;61;FAUX
10266;856;01/04/2023;53;VRAI
10267;856;01/07/2023;73;VRAI
10268;856;01/10/2023;65;VRAI
10269;856;01/01/2024;96;FAUX
10270;856;01/04/2024;71;VRAI
10271;856;01/07/2024;59;VRAI
10272;856;01/10/2024;85;FAUX
10273;857;01/01/2022;95;FAUX
10274;857;01/04/2022;63;VRAI
10275;857;01/07/2022;95;FAUX
10276;857;01/10/2022;99;VRAI
10277;857;01/01/2023;72;FAUX
10278;857;01/04/2023;75;VRAI
10279;857;01/07/2023;76;VRAI
10280;857;01/10/2023;61;VRAI
10281;857;01/01/2024;68;FAUX
10282;857;01/04/2024;83;FAUX
10283;857;01/07/2024;78;VRAI
10284;857;01/10/2024;70;VRAI
10285;858;01/01/2022;91;VRAI
10286;858;01/04/2022;61;VRAI
10287;858;01/07/2022;56;VRAI
10288;858;01/10/2022;51;VRAI
10289;858;01/01/2023;59;FAUX
10290;858;01/04/2023;93;FAUX
10291;858;01/07/2023;76;VRAI
10292;858;01/10/2023;59;VRAI
10293;858;01/01/2024;58;FAUX
10294;858;01/04/2024;86;VRAI
10295;858;01/07/2024;86;FAUX
10296;858;01/10/2024;57;FAUX
10297;859;01/01/2022;80;VRAI
10298;859;01/04/2022;98;FAUX
10299;859;01/07/2022;92;FAUX
10300;859;01/10/2022;65;FAUX
10301;859;01/01/2023;55;FAUX
10302;859;01/04/2023;77;VRAI
10303;859;01/07/2023;91;VRAI
10304;859;01/10/2023;79;VRAI
10305;859;01/01/2024;77;FAUX
10306;859;01/04/2024;77;FAUX
10307;859;01/07/2024;64;VRAI
10308;859;01/10/2024;99;VRAI
10309;860;01/01/2022;96;FAUX
10310;860;01/04/2022;71;VRAI
10311;860;01/07/2022;83;FAUX
10312;860;01/10/2022;96;FAUX
10313;860;01/01/2023;94;FAUX
10314;860;01/04/2023;60;FAUX
10315;860;01/07/2023;83;VRAI
10316;860;01/10/2023;62;FAUX
10317;860;01/01/2024;74;FAUX
10318;860;01/04/2024;70;VRAI
10319;860;01/07/2024;54;VRAI
10320;860;01/10/2024;71;VRAI
10321;861;01/01/2022;62;VRAI
10322;861;01/04/2022;72;VRAI
10323;861;01/07/2022;55;FAUX
10324;861;01/10/2022;61;FAUX
10325;861;01/01/2023;58;FAUX
10326;861;01/04/2023;77;VRAI
10327;861;01/07/2023;81;VRAI
10328;861;01/10/2023;73;FAUX
10329;861;01/01/2024;64;VRAI
10330;861;01/04/2024;84;VRAI
10331;861;01/07/2024;74;VRAI
10332;861;01/10/2024;84;VRAI
10333;862;01/01/2022;90;VRAI
10334;862;01/04/2022;66;VRAI
10335;862;01/07/2022;99;VRAI
10336;862;01/10/2022;96;VRAI
10337;862;01/01/2023;59;FAUX
10338;862;01/04/2023;91;VRAI
10339;862;01/07/2023;75;FAUX
10340;862;01/10/2023;68;FAUX
10341;862;01/01/2024;57;VRAI
10342;862;01/04/2024;50;FAUX
10343;862;01/07/2024;74;FAUX
10344;862;01/10/2024;96;FAUX
10345;863;01/01/2022;79;VRAI
10346;863;01/04/2022;52;FAUX
10347;863;01/07/2022;66;VRAI
10348;863;01/10/2022;91;VRAI
10349;863;01/01/2023;60;FAUX
10350;863;01/04/2023;53;VRAI
10351;863;01/07/2023;68;VRAI
10352;863;01/10/2023;95;VRAI
10353;863;01/01/2024;72;VRAI
10354;863;01/04/2024;62;VRAI
10355;863;01/07/2024;50;FAUX
10356;863;01/10/2024;67;FAUX
10357;864;01/01/2022;94;VRAI
10358;864;01/04/2022;85;FAUX
10359;864;01/07/2022;53;FAUX
10360;864;01/10/2022;53;VRAI
10361;864;01/01/2023;58;VRAI
10362;864;01/04/2023;70;VRAI
10363;864;01/07/2023;51;VRAI
10364;864;01/10/2023;72;FAUX
10365;864;01/01/2024;96;VRAI
10366;864;01/04/2024;85;FAUX
10367;864;01/07/2024;82;VRAI
10368;864;01/10/2024;85;FAUX
10369;865;01/01/2022;72;VRAI
10370;865;01/04/2022;90;FAUX
10371;865;01/07/2022;77;VRAI
10372;865;01/10/2022;77;VRAI
10373;865;01/01/2023;59;VRAI
10374;865;01/04/2023;64;FAUX
10375;865;01/07/2023;66;VRAI
10376;865;01/10/2023;84;VRAI
10377;865;01/01/2024;65;VRAI
10378;865;01/04/2024;88;FAUX
10379;865;01/07/2024;58;VRAI
10380;865;01/10/2024;84;VRAI
10381;866;01/01/2022;89;FAUX
10382;866;01/04/2022;73;FAUX
10383;866;01/07/2022;99;FAUX
10384;866;01/10/2022;68;VRAI
10385;866;01/01/2023;74;FAUX
10386;866;01/04/2023;80;VRAI
10387;866;01/07/2023;87;VRAI
10388;866;01/10/2023;76;FAUX
10389;866;01/01/2024;60;VRAI
10390;866;01/04/2024;93;VRAI
10391;866;01/07/2024;68;VRAI
10392;866;01/10/2024;96;VRAI
10393;867;01/01/2022;65;VRAI
10394;867;01/04/2022;60;VRAI
10395;867;01/07/2022;59;FAUX
10396;867;01/10/2022;54;VRAI
10397;867;01/01/2023;74;VRAI
10398;867;01/04/2023;89;VRAI
10399;867;01/07/2023;96;FAUX
10400;867;01/10/2023;83;FAUX
10401;867;01/01/2024;73;FAUX
10402;867;01/04/2024;70;VRAI
10403;867;01/07/2024;78;VRAI
10404;867;01/10/2024;72;VRAI
10405;868;01/01/2022;57;FAUX
10406;868;01/04/2022;62;VRAI
10407;868;01/07/2022;90;FAUX
10408;868;01/10/2022;63;FAUX
10409;868;01/01/2023;60;FAUX
10410;868;01/04/2023;52;VRAI
10411;868;01/07/2023;97;FAUX
10412;868;01/10/2023;79;VRAI
10413;868;01/01/2024;86;FAUX
10414;868;01/04/2024;56;VRAI
10415;868;01/07/2024;69;FAUX
10416;868;01/10/2024;60;FAUX
10417;869;01/01/2022;74;VRAI
10418;869;01/04/2022;73;FAUX
10419;869;01/07/2022;76;VRAI
10420;869;01/10/2022;78;VRAI
10421;869;01/01/2023;60;VRAI
10422;869;01/04/2023;68;FAUX
10423;869;01/07/2023;88;VRAI
10424;869;01/10/2023;75;FAUX
10425;869;01/01/2024;55;VRAI
10426;869;01/04/2024;63;FAUX
10427;869;01/07/2024;85;FAUX
10428;869;01/10/2024;89;VRAI
10429;870;01/01/2022;51;VRAI
10430;870;01/04/2022;92;FAUX
10431;870;01/07/2022;69;FAUX
10432;870;01/10/2022;88;FAUX
10433;870;01/01/2023;78;FAUX
10434;870;01/04/2023;73;VRAI
10435;870;01/07/2023;73;FAUX
10436;870;01/10/2023;79;FAUX
10437;870;01/01/2024;68;FAUX
10438;870;01/04/2024;86;FAUX
10439;870;01/07/2024;89;VRAI
10440;870;01/10/2024;53;VRAI
10441;871;01/01/2022;69;FAUX
10442;871;01/04/2022;69;FAUX
10443;871;01/07/2022;70;FAUX
10444;871;01/10/2022;79;FAUX
10445;871;01/01/2023;97;VRAI
10446;871;01/04/2023;89;VRAI
10447;871;01/07/2023;89;VRAI
10448;871;01/10/2023;87;VRAI
10449;871;01/01/2024;78;FAUX
10450;871;01/04/2024;78;VRAI
10451;871;01/07/2024;59;VRAI
10452;871;01/10/2024;60;FAUX
10453;872;01/01/2022;98;FAUX
10454;872;01/04/2022;84;FAUX
10455;872;01/07/2022;89;FAUX
10456;872;01/10/2022;61;VRAI
10457;872;01/01/2023;65;FAUX
10458;872;01/04/2023;70;FAUX
10459;872;01/07/2023;76;FAUX
10460;872;01/10/2023;50;VRAI
10461;872;01/01/2024;71;VRAI
10462;872;01/04/2024;69;VRAI
10463;872;01/07/2024;63;VRAI
10464;872;01/10/2024;68;FAUX
10465;873;01/01/2022;83;FAUX
10466;873;01/04/2022;82;VRAI
10467;873;01/07/2022;86;FAUX
10468;873;01/10/2022;76;VRAI
10469;873;01/01/2023;66;VRAI
10470;873;01/04/2023;99;VRAI
10471;873;01/07/2023;80;VRAI
10472;873;01/10/2023;90;FAUX
10473;873;01/01/2024;80;VRAI
10474;873;01/04/2024;89;VRAI
10475;873;01/07/2024;82;FAUX
10476;873;01/10/2024;62;VRAI
10477;874;01/01/2022;86;FAUX
10478;874;01/04/2022;70;FAUX
10479;874;01/07/2022;97;FAUX
10480;874;01/10/2022;93;VRAI
10481;874;01/01/2023;53;VRAI
10482;874;01/04/2023;58;FAUX
10483;874;01/07/2023;82;VRAI
10484;874;01/10/2023;86;FAUX
10485;874;01/01/2024;74;VRAI
10486;874;01/04/2024;90;VRAI
10487;874;01/07/2024;89;VRAI
10488;874;01/10/2024;99;VRAI
10489;875;01/01/2022;85;VRAI
10490;875;01/04/2022;94;FAUX
10491;875;01/07/2022;67;FAUX
10492;875;01/10/2022;54;FAUX
10493;875;01/01/2023;89;VRAI
10494;875;01/04/2023;68;VRAI
10495;875;01/07/2023;75;VRAI
10496;875;01/10/2023;78;VRAI
10497;875;01/01/2024;83;VRAI
10498;875;01/04/2024;97;FAUX
10499;875;01/07/2024;67;FAUX
10500;875;01/10/2024;76;FAUX
10501;876;01/01/2022;88;FAUX
10502;876;01/04/2022;55;VRAI
10503;876;01/07/2022;90;FAUX
10504;876;01/10/2022;79;FAUX
10505;876;01/01/2023;70;VRAI
10506;876;01/04/2023;93;FAUX
10507;876;01/07/2023;72;FAUX
10508;876;01/10/2023;72;FAUX
10509;876;01/01/2024;85;VRAI
10510;876;01/04/2024;56;FAUX
10511;876;01/07/2024;69;VRAI
10512;876;01/10/2024;67;FAUX
10513;877;01/01/2022;89;VRAI
10514;877;01/04/2022;64;VRAI
10515;877;01/07/2022;96;FAUX
10516;877;01/10/2022;50;VRAI
10517;877;01/01/2023;70;FAUX
10518;877;01/04/2023;56;VRAI
10519;877;01/07/2023;99;FAUX
10520;877;01/10/2023;93;FAUX
10521;877;01/01/2024;89;FAUX
10522;877;01/04/2024;87;VRAI
10523;877;01/07/2024;51;FAUX
10524;877;01/10/2024;57;FAUX
10525;878;01/01/2022;53;VRAI
10526;878;01/04/2022;70;VRAI
10527;878;01/07/2022;58;VRAI
10528;878;01/10/2022;78;VRAI
10529;878;01/01/2023;73;FAUX
10530;878;01/04/2023;61;FAUX
10531;878;01/07/2023;68;FAUX
10532;878;01/10/2023;65;FAUX
10533;878;01/01/2024;62;VRAI
10534;878;01/04/2024;72;FAUX
10535;878;01/07/2024;87;VRAI
10536;878;01/10/2024;66;FAUX
10537;879;01/01/2022;98;VRAI
10538;879;01/04/2022;52;FAUX
10539;879;01/07/2022;62;FAUX
10540;879;01/10/2022;87;FAUX
10541;879;01/01/2023;70;VRAI
10542;879;01/04/2023;94;FAUX
10543;879;01/07/2023;88;VRAI
10544;879;01/10/2023;63;FAUX
10545;879;01/01/2024;53;VRAI
10546;879;01/04/2024;88;FAUX
10547;879;01/07/2024;62;FAUX
10548;879;01/10/2024;94;FAUX
10549;880;01/01/2022;84;FAUX
10550;880;01/04/2022;89;VRAI
10551;880;01/07/2022;98;VRAI
10552;880;01/10/2022;85;FAUX
10553;880;01/01/2023;71;FAUX
10554;880;01/04/2023;55;FAUX
10555;880;01/07/2023;85;VRAI
10556;880;01/10/2023;65;VRAI
10557;880;01/01/2024;95;VRAI
10558;880;01/04/2024;87;VRAI
10559;880;01/07/2024;67;FAUX
10560;880;01/10/2024;76;FAUX
10561;881;01/01/2022;96;VRAI
10562;881;01/04/2022;64;VRAI
10563;881;01/07/2022;76;FAUX
10564;881;01/10/2022;70;VRAI
10565;881;01/01/2023;78;VRAI
10566;881;01/04/2023;61;FAUX
10567;881;01/07/2023;77;VRAI
10568;881;01/10/2023;86;VRAI
10569;881;01/01/2024;80;FAUX
10570;881;01/04/2024;82;VRAI
10571;881;01/07/2024;96;FAUX
10572;881;01/10/2024;60;FAUX
10573;882;01/01/2022;78;VRAI
10574;882;01/04/2022;62;VRAI
10575;882;01/07/2022;93;FAUX
10576;882;01/10/2022;68;FAUX
10577;882;01/01/2023;85;FAUX
10578;882;01/04/2023;53;VRAI
10579;882;01/07/2023;87;VRAI
10580;882;01/10/2023;92;VRAI
10581;882;01/01/2024;90;VRAI
10582;882;01/04/2024;78;VRAI
10583;882;01/07/2024;78;FAUX
10584;882;01/10/2024;84;FAUX
10585;883;01/01/2022;66;VRAI
10586;883;01/04/2022;61;VRAI
10587;883;01/07/2022;99;FAUX
10588;883;01/10/2022;59;FAUX
10589;883;01/01/2023;79;FAUX
10590;883;01/04/2023;90;VRAI
10591;883;01/07/2023;62;VRAI
10592;883;01/10/2023;55;FAUX
10593;883;01/01/2024;56;FAUX
10594;883;01/04/2024;70;FAUX
10595;883;01/07/2024;92;VRAI
10596;883;01/10/2024;77;FAUX
10597;884;01/01/2022;93;VRAI
10598;884;01/04/2022;70;FAUX
10599;884;01/07/2022;76;VRAI
10600;884;01/10/2022;62;FAUX
10601;884;01/01/2023;78;VRAI
10602;884;01/04/2023;77;VRAI
10603;884;01/07/2023;78;FAUX
10604;884;01/10/2023;97;FAUX
10605;884;01/01/2024;85;FAUX
10606;884;01/04/2024;77;VRAI
10607;884;01/07/2024;82;FAUX
10608;884;01/10/2024;52;FAUX
10609;885;01/01/2022;81;FAUX
10610;885;01/04/2022;50;FAUX
10611;885;01/07/2022;62;FAUX
10612;885;01/10/2022;78;VRAI
10613;885;01/01/2023;80;VRAI
10614;885;01/04/2023;62;FAUX
10615;885;01/07/2023;51;VRAI
10616;885;01/10/2023;99;VRAI
10617;885;01/01/2024;67;VRAI
10618;885;01/04/2024;57;VRAI
10619;885;01/07/2024;61;VRAI
10620;885;01/10/2024;79;VRAI
10621;886;01/01/2022;58;FAUX
10622;886;01/04/2022;53;VRAI
10623;886;01/07/2022;66;VRAI
10624;886;01/10/2022;51;VRAI
10625;886;01/01/2023;99;FAUX
10626;886;01/04/2023;75;FAUX
10627;886;01/07/2023;81;VRAI
10628;886;01/10/2023;92;VRAI
10629;886;01/01/2024;75;VRAI
10630;886;01/04/2024;78;VRAI
10631;886;01/07/2024;73;VRAI
10632;886;01/10/2024;80;VRAI
10633;887;01/01/2022;54;FAUX
10634;887;01/04/2022;94;VRAI
10635;887;01/07/2022;81;FAUX
10636;887;01/10/2022;57;FAUX
10637;887;01/01/2023;83;VRAI
10638;887;01/04/2023;91;FAUX
10639;887;01/07/2023;51;VRAI
10640;887;01/10/2023;64;VRAI
10641;887;01/01/2024;55;VRAI
10642;887;01/04/2024;52;VRAI
10643;887;01/07/2024;92;FAUX
10644;887;01/10/2024;84;VRAI
10645;888;01/01/2022;84;VRAI
10646;888;01/04/2022;92;FAUX
10647;888;01/07/2022;83;VRAI
10648;888;01/10/2022;59;FAUX
10649;888;01/01/2023;69;VRAI
10650;888;01/04/2023;55;VRAI
10651;888;01/07/2023;95;VRAI
10652;888;01/10/2023;51;FAUX
10653;888;01/01/2024;82;VRAI
10654;888;01/04/2024;85;VRAI
10655;888;01/07/2024;84;VRAI
10656;888;01/10/2024;94;FAUX
10657;889;01/01/2022;92;FAUX
10658;889;01/04/2022;66;VRAI
10659;889;01/07/2022;70;VRAI
10660;889;01/10/2022;73;VRAI
10661;889;01/01/2023;89;VRAI
10662;889;01/04/2023;79;FAUX
10663;889;01/07/2023;56;VRAI
10664;889;01/10/2023;56;VRAI
10665;889;01/01/2024;73;VRAI
10666;889;01/04/2024;90;FAUX
10667;889;01/07/2024;83;FAUX
10668;889;01/10/2024;76;FAUX
10669;890;01/01/2022;59;VRAI
10670;890;01/04/2022;80;VRAI
10671;890;01/07/2022;51;FAUX
10672;890;01/10/2022;59;FAUX
10673;890;01/01/2023;54;FAUX
10674;890;01/04/2023;53;VRAI
10675;890;01/07/2023;83;VRAI
10676;890;01/10/2023;99;VRAI
10677;890;01/01/2024;60;VRAI
10678;890;01/04/2024;99;FAUX
10679;890;01/07/2024;77;FAUX
10680;890;01/10/2024;93;FAUX
10681;891;01/01/2022;82;FAUX
10682;891;01/04/2022;74;VRAI
10683;891;01/07/2022;61;VRAI
10684;891;01/10/2022;75;VRAI
10685;891;01/01/2023;87;VRAI
10686;891;01/04/2023;86;FAUX
10687;891;01/07/2023;93;VRAI
10688;891;01/10/2023;94;VRAI
10689;891;01/01/2024;98;FAUX
10690;891;01/04/2024;64;FAUX
10691;891;01/07/2024;81;FAUX
10692;891;01/10/2024;83;FAUX
10693;892;01/01/2022;69;VRAI
10694;892;01/04/2022;61;VRAI
10695;892;01/07/2022;98;FAUX
10696;892;01/10/2022;66;VRAI
10697;892;01/01/2023;66;VRAI
10698;892;01/04/2023;60;FAUX
10699;892;01/07/2023;88;FAUX
10700;892;01/10/2023;51;FAUX
10701;892;01/01/2024;78;VRAI
10702;892;01/04/2024;73;FAUX
10703;892;01/07/2024;65;VRAI
10704;892;01/10/2024;98;VRAI
10705;893;01/01/2022;58;VRAI
10706;893;01/04/2022;90;VRAI
10707;893;01/07/2022;63;VRAI
10708;893;01/10/2022;74;VRAI
10709;893;01/01/2023;93;FAUX
10710;893;01/04/2023;84;VRAI
10711;893;01/07/2023;76;FAUX
10712;893;01/10/2023;75;VRAI
10713;893;01/01/2024;94;VRAI
10714;893;01/04/2024;94;FAUX
10715;893;01/07/2024;55;VRAI
10716;893;01/10/2024;55;FAUX
10717;894;01/01/2022;52;VRAI
10718;894;01/04/2022;62;FAUX
10719;894;01/07/2022;62;VRAI
10720;894;01/10/2022;89;VRAI
10721;894;01/01/2023;80;FAUX
10722;894;01/04/2023;66;VRAI
10723;894;01/07/2023;94;FAUX
10724;894;01/10/2023;62;VRAI
10725;894;01/01/2024;63;VRAI
10726;894;01/04/2024;74;VRAI
10727;894;01/07/2024;63;VRAI
10728;894;01/10/2024;56;FAUX
10729;895;01/01/2022;98;FAUX
10730;895;01/04/2022;91;FAUX
10731;895;01/07/2022;96;FAUX
10732;895;01/10/2022;93;VRAI
10733;895;01/01/2023;52;VRAI
10734;895;01/04/2023;93;FAUX
10735;895;01/07/2023;96;FAUX
10736;895;01/10/2023;50;VRAI
10737;895;01/01/2024;60;VRAI
